CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
14546,100040176202500012,202500012,2025-03-02,1492,176,1,2,12,62,7,16,2025-03-01 03:17:22,2025-03-01 03:39:22,2025-03-02 10:43:07,13.12062,77.412734,Information was received regarding karnataka police act violation during the day in the limits of Devanahalli Police Station. The case has been taken up for detailed inquiry.
14547,500260130202400001,202400001,2024-07-30,1164,130,5,3,4,26,2,97,2024-07-30 02:52:44,2024-07-30 03:37:44,2024-07-30 18:21:09,13.302371,77.325967,"A case of juvenile abuse came to notice in the evening, and the matter was registered at Madhugiri Police Station for further investigation as per procedure."
14548,100110096202400061,202400061,2024-09-03,888,96,1,2,2,13,8,42,2024-09-01 08:09:24,2024-09-01 08:42:24,2024-09-03 05:52:26,12.708712,74.850803,Information was received regarding cheating (property) in the early morning in the limits of Mangaluru East Police Station. The case has been taken up for detailed inquiry.
14549,100100166202100001,202100001,2021-06-15,1422,166,1,2,4,22,3,39,2021-06-14 00:35:02,2021-06-14 00:51:02,2021-06-15 17:43:59,14.189348,76.230996,"On the date of occurrence, in the evening, an incident of pocso offences was reported within the jurisdiction of Chitradurga Town Police Station. Preliminary inquiry has been initiated."
14550,100260129202400044,202400044,2024-01-14,1147,129,1,3,2,9,6,98,2024-01-12 14:37:32,2024-01-13 02:40:32,2024-01-13 22:28:54,13.438628,76.936931,"On the date of occurrence, late at night, an incident of house-breaking / burglary was reported within the jurisdiction of Tiptur Police Station. Preliminary inquiry has been initiated."
14551,100220092202200042,202200042,2022-10-30,860,92,1,3,2,9,6,84,2022-10-28 23:38:14,2022-10-28 23:55:14,2022-10-30 04:02:22,12.482236,76.487615,Information was received regarding house-breaking / burglary in the early morning in the limits of Mysuru Women Police Station. The case has been taken up for detailed inquiry.
14552,400110097202600003,202600003,2026-03-19,903,97,4,4,12,60,2,42,2026-03-18 06:05:01,2026-03-18 06:30:01,2026-03-19 09:58:13,13.052271,74.664873,"On the date of occurrence, during the day, an incident of gambling act violation was reported within the jurisdiction of Mangaluru West Police Station. Preliminary inquiry has been initiated."
14553,200130121202200001,202200001,2022-02-13,1086,121,2,3,9,48,2,50,2022-02-12 08:26:50,2022-02-12 08:31:50,2022-02-13 16:55:35,15.635408,75.190607,The complainant reported an act of cyberbullying occurring in the evening in the area covered by Vidyanagar Police Station. Investigation is in progress to identify those responsible.
14554,100170110202500051,202500051,2025-01-12,997,110,1,4,6,33,8,64,2025-01-11 23:33:36,2025-01-11 23:38:36,2025-01-12 01:45:18,17.176445,76.702859,The complainant reported an act of public nuisance occurring late at night in the area covered by Kalaburagi Market Police Station. Investigation is in progress to identify those responsible.
14555,800050077202300003,202300003,2023-09-21,732,77,8,2,3,20,8,19,2023-09-20 17:15:32,2023-09-20 17:41:32,2023-09-21 10:52:31,12.974868,77.774219,"A case of domestic violence came to notice during the day, and the matter was registered at Yeshwanthpur Police Station for further investigation as per procedure."
14556,100170111202600013,202600013,2026-05-06,1011,111,1,3,9,47,1,65,2026-05-05 13:24:27,2026-05-05 13:55:27,2026-05-06 12:15:39,17.183629,76.71148,The complainant reported an act of otp / upi fraud occurring during the day in the area covered by Kalaburagi Rural Police Station. Investigation is in progress to identify those responsible.
14557,100110097202300098,202300098,2023-12-14,900,97,1,3,2,14,4,40,2023-12-13 16:41:45,2023-12-13 16:55:45,2023-12-13 21:28:42,13.062368,74.658257,The complainant reported an act of mischief / criminal damage occurring late at night in the area covered by Mangaluru West Police Station. Investigation is in progress to identify those responsible.
14558,200270172202500002,202500002,2025-05-22,1465,172,2,3,8,38,2,105,2025-05-21 05:59:04,2025-05-21 06:24:04,2025-05-22 13:21:00,13.500126,74.706075,Information was received regarding financial cheating & fraud during the day in the limits of Kundapura Police Station. The case has been taken up for detailed inquiry.
14559,600030104202500001,202500001,2025-08-22,962,104,6,2,8,40,1,12,2025-08-21 08:26:41,2025-08-21 13:08:45,2025-08-21 22:13:23,15.955894,74.438372,"On the date of occurrence, late at night, an incident of forgery was reported within the jurisdiction of Shahapur Police Station. Preliminary inquiry has been initiated."
14560,100030109202300022,202300022,2023-05-22,992,109,1,4,6,32,8,10,2023-05-22 14:41:13,2023-05-22 15:05:13,2023-05-22 20:16:01,15.675053,74.326502,"On the date of occurrence, late at night, an incident of affray was reported within the jurisdiction of Belagavi CEN Crime Police Station. Preliminary inquiry has been initiated."
14561,300220093202300005,202300005,2023-10-01,863,93,3,3,6,31,2,83,2023-10-01 15:19:06,2023-10-01 15:58:06,2023-10-01 21:26:27,12.441547,76.673999,The complainant reported an act of unlawful assembly occurring late at night in the area covered by Mysuru CEN Crime Police Station. Investigation is in progress to identify those responsible.
14562,100110101202400039,202400039,2024-08-24,930,101,1,3,6,30,8,41,2024-08-16 19:24:02,2024-08-16 19:54:02,2024-08-24 23:24:11,12.778918,74.981946,"On the date of occurrence, late at night, an incident of rioting was reported within the jurisdiction of Dakshina Kannada CEN Crime Police Station. Preliminary inquiry has been initiated."
14563,100050084202500050,202500050,2025-01-02,790,84,1,2,1,4,7,20,2025-01-01 06:26:10,2025-01-01 06:39:10,2025-01-02 22:20:52,13.173607,77.581051,The complainant reported an act of grievous hurt occurring late at night in the area covered by Bengaluru City Women Police Station. Investigation is in progress to identify those responsible.
14564,100050075202400022,202400022,2024-01-09,703,75,1,3,10,52,6,19,2024-01-08 06:31:16,2024-01-08 06:57:16,2024-01-09 19:36:24,13.111003,77.489849,"On the date of occurrence, in the evening, an incident of drug peddling near educational institution was reported within the jurisdiction of Jayanagar Police Station. Preliminary inquiry has been initiated."
14565,100170115202200011,202200011,2022-08-07,1046,115,1,4,11,58,2,66,2022-08-06 13:37:13,2022-08-06 14:11:13,2022-08-07 21:40:44,17.186058,76.650447,The complainant reported an act of traffic signal violation occurring in the evening in the area covered by Kalaburagi Traffic Police Station. Investigation is in progress to identify those responsible.
14566,100220093202200018,202200018,2022-02-06,863,93,1,4,6,32,2,82,2022-02-06 01:20:19,2022-02-06 01:22:19,2022-02-06 20:03:55,12.417913,76.689585,"On the date of occurrence, in the evening, an incident of affray was reported within the jurisdiction of Mysuru CEN Crime Police Station. Preliminary inquiry has been initiated."
14567,200030106202600004,202600004,2026-07-20,978,106,2,2,1,4,1,10,2026-07-19 14:57:19,2026-07-19 15:11:19,2026-07-20 00:19:41,15.682368,74.659938,"On the date of occurrence, late at night, an incident of grievous hurt was reported within the jurisdiction of Khanapur Police Station. Preliminary inquiry has been initiated."
14568,100050084202300032,202300032,2023-11-10,790,84,1,1,3,17,8,23,2023-11-08 19:26:53,2023-11-08 19:43:53,2023-11-09 22:20:25,13.153257,77.594302,The complainant reported an act of dowry death occurring late at night in the area covered by Bengaluru City Women Police Station. Investigation is in progress to identify those responsible.
14569,100050084202400030,202400030,2024-11-17,790,84,1,1,2,11,6,20,2024-11-17 00:23:17,2024-11-17 00:36:17,2024-11-17 02:23:34,13.172799,77.614028,"On the date of occurrence, late at night, an incident of dacoity was reported within the jurisdiction of Bengaluru City Women Police Station. Preliminary inquiry has been initiated."
14570,100230165202500016,202500016,2025-10-03,1414,165,1,2,11,57,10,88,2025-10-02 11:24:56,2025-10-02 11:53:56,2025-10-03 19:22:15,16.160982,77.200203,Information was received regarding non-fatal motor vehicle accident in the evening in the limits of Raichur Women Police Station. The case has been taken up for detailed inquiry.
14571,600140185202300001,202300001,2023-10-04,1565,185,6,2,1,7,6,55,2023-10-03 22:00:37,2023-10-03 22:04:37,2023-10-04 13:55:54,15.353332,75.483798,"On the date of occurrence, during the day, an incident of criminal assault was reported within the jurisdiction of Gadag Rural Police Station. Preliminary inquiry has been initiated."
14572,700170114202500001,202500001,2025-06-18,1039,114,7,2,4,22,2,64,2025-06-17 03:35:38,2025-06-17 04:10:38,2025-06-18 12:05:03,17.166209,76.988572,"On the date of occurrence, during the day, an incident of pocso offences was reported within the jurisdiction of Jewargi Police Station. Preliminary inquiry has been initiated."
14573,100220093202500043,202500043,2025-11-18,864,93,1,3,2,9,2,83,2025-11-18 17:00:50,2025-11-21 11:02:28,2025-11-18 22:10:32,12.410829,76.68071,Information was received regarding house-breaking / burglary late at night in the limits of Mysuru CEN Crime Police Station. The case has been taken up for detailed inquiry.
14574,100170110202500052,202500052,2025-03-21,1001,110,1,3,11,53,2,65,2025-03-20 01:43:15,2025-03-20 02:00:15,2025-03-21 15:20:18,17.199069,76.691888,Information was received regarding rash & negligent driving in the evening in the limits of Kalaburagi Market Police Station. The case has been taken up for detailed inquiry.
14575,400100166202200001,202200001,2022-11-04,1422,166,4,4,6,32,7,38,2022-11-03 07:53:11,2022-11-03 08:02:11,2022-11-04 01:18:00,14.20242,76.249297,The complainant reported an act of affray occurring late at night in the area covered by Chitradurga Town Police Station. Investigation is in progress to identify those responsible.
14576,100050079202500019,202500019,2025-04-09,748,79,1,2,2,9,2,19,2025-04-08 15:02:15,2025-04-08 15:18:15,2025-04-08 22:41:53,13.002293,77.481859,"On the date of occurrence, late at night, an incident of house-breaking / burglary was reported within the jurisdiction of Banashankari Police Station. Preliminary inquiry has been initiated."
14577,100220091202100013,202100013,2021-11-27,853,91,1,2,3,16,10,86,2021-11-25 20:57:20,2021-11-25 21:00:20,2021-11-27 09:07:29,12.230271,76.529775,The complainant reported an act of outraging modesty of woman occurring during the day in the area covered by Mysuru Traffic Police Station. Investigation is in progress to identify those responsible.
14578,200260133202200002,202200002,2022-08-26,1177,133,2,3,11,53,10,98,2022-08-25 13:02:15,2022-08-25 13:29:15,2022-08-26 05:36:16,13.456126,77.13345,Information was received regarding rash & negligent driving in the early morning in the limits of Tumakuru CEN Crime Police Station. The case has been taken up for detailed inquiry.
14579,100290156202600003,202600003,2026-03-20,1352,156,1,1,2,11,1,109,2026-03-19 08:11:49,2026-03-19 08:52:49,2026-03-20 00:28:36,16.904281,75.820381,"On the date of occurrence, late at night, an incident of dacoity was reported within the jurisdiction of Basavana Bagewadi Police Station. Preliminary inquiry has been initiated."
14580,100290156202500010,202500010,2025-10-12,1352,156,1,2,5,28,2,109,2025-10-11 14:06:29,2025-10-11 14:39:29,2025-10-12 03:49:31,16.90248,75.839369,"A case of property fraud on senior citizen came to notice in the early morning, and the matter was registered at Basavana Bagewadi Police Station for further investigation as per procedure."
14581,100050075202100014,202100014,2021-05-08,702,75,1,4,6,32,4,20,2021-05-07 16:41:01,2021-05-07 16:45:01,2021-05-08 20:13:38,13.068111,77.488195,"A case of affray came to notice in the evening, and the matter was registered at Jayanagar Police Station for further investigation as per procedure."
14582,100220090202500022,202500022,2025-09-03,848,90,1,2,2,12,2,84,2025-09-01 10:39:58,2025-09-01 11:06:58,2025-09-03 01:56:45,12.339652,76.852784,"A case of criminal breach of trust came to notice late at night, and the matter was registered at Nazarbad Police Station for further investigation as per procedure."
14583,100030104202300060,202300060,2023-03-01,960,104,1,2,3,16,2,10,2023-02-28 14:09:40,2023-02-28 14:16:40,2023-03-01 12:27:59,15.945309,74.439212,The complainant reported an act of outraging modesty of woman occurring during the day in the area covered by Shahapur Police Station. Investigation is in progress to identify those responsible.
14584,100250143202300017,202300017,2023-05-19,1253,143,1,1,1,2,6,94,2023-05-17 15:02:51,2023-05-17 15:11:51,2023-05-19 04:06:20,13.78672,75.645821,"A case of attempt to murder came to notice in the early morning, and the matter was registered at Shivamogga Rural Police Station for further investigation as per procedure."
14585,100270171202300002,202300002,2023-05-04,1456,171,1,4,11,58,2,104,2023-05-03 18:51:34,2023-05-03 18:57:34,2023-05-04 19:29:14,13.245822,74.795283,The complainant reported an act of traffic signal violation occurring in the evening in the area covered by Udupi Rural Police Station. Investigation is in progress to identify those responsible.
14586,100060161202600010,202600010,2026-01-25,1385,161,1,3,10,52,1,27,2026-01-24 03:42:55,2026-01-24 04:06:55,2026-01-25 00:54:45,17.858065,77.551726,"A case of drug peddling near educational institution came to notice late at night, and the matter was registered at Bidar Women Police Station for further investigation as per procedure."
